ips_allocated,subnet_id,subnet_size,month,year,avg_ips_allocated_last_month
98,5,128,9,2023,59.38709677419355
34,9,256,3,2023,78.5
159,2,256,3,2023,89.17857142857143
5,1,128,10,2023,71.93333333333334
34,5,128,6,2023,97.3225806451613
207,8,256,7,2023,84.0
190,3,256,8,2023,100.80645161290323
65,9,128,9,2023,104.35483870967742
98,9,128,3,2023,78.5
149,3,256,10,2023,84.73333333333333
36,7,128,3,2023,74.57142857142857
35,6,128,7,2023,76.76666666666667
91,3,128,2,2023,91.03225806451613
80,6,128,12,2023,88.76666666666667
220,10,256,5,2023,91.06666666666666
62,3,128,11,2023,90.06451612903226
101,4,128,12,2023,78.33333333333333
187,9,256,1,2023,0.0
78,10,128,4,2023,90.0
191,2,256,3,2023,89.17857142857143
172,3,256,5,2023,81.36666666666666
179,7,256,11,2023,84.19354838709677
112,6,128,8,2023,108.06451612903226
49,3,128,4,2023,81.41935483870968
22,2,128,12,2023,78.2
48,5,256,2,2023,97.87096774193549
202,10,256,7,2023,80.43333333333334
198,6,256,10,2023,95.46666666666667
41,4,256,7,2023,83.76666666666667
174,2,256,6,2023,83.25806451612904
229,5,256,10,2023,58.96666666666667
30,5,256,7,2023,71.56666666666666
24,3,128,7,2023,72.1
49,10,256,2,2023,79.96774193548387
109,8,128,6,2023,89.48387096774194
43,1,256,9,2023,95.54838709677419
52,4,256,6,2023,80.35483870967742
189,7,256,3,2023,74.57142857142857
124,8,256,1,2023,0.0
47,5,256,6,2023,97.3225806451613
23,2,256,3,2023,89.17857142857143
91,6,128,11,2023,78.64516129032258
66,9,128,2,2023,86.58064516129032
33,3,128,10,2023,84.73333333333333
27,9,128,11,2023,78.45161290322581
47,1,256,8,2023,78.80645161290323
8,3,256,6,2023,114.2258064516129
90,4,128,4,2023,74.09677419354838
174,9,256,8,2023,86.7741935483871
120,6,256,7,2023,76.76666666666667
49,2,256,9,2023,85.09677419354838
150,5,256,1,2023,0.0
7,1,128,11,2023,78.90322580645162
60,6,256,6,2023,89.74193548387096
77,4,256,7,2023,83.76666666666667
1,7,128,2,2023,66.80645161290323
139,6,256,7,2023,76.76666666666667
97,3,128,6,2023,114.2258064516129
14,8,128,4,2023,82.6774193548387
7,8,256,12,2023,95.6
8,5,256,12,2023,75.5
61,2,256,11,2023,84.12903225806451
75,4,128,12,2023,78.33333333333333
26,1,256,4,2023,63.32258064516129
31,2,256,11,2023,84.12903225806451
27,4,128,9,2023,90.12903225806451
75,2,256,5,2023,73.53333333333333
73,1,128,4,2023,63.32258064516129
81,10,128,7,2023,80.43333333333334
173,1,256,5,2023,86.53333333333333
7,2,256,10,2023,87.86666666666666
0,5,256,11,2023,89.83870967741936
53,2,128,6,2023,83.25806451612904
36,6,128,2,2023,85.16129032258064
105,10,256,8,2023,101.16129032258064
11,4,256,3,2023,84.0
5,7,128,9,2023,69.12903225806451
106,8,128,11,2023,104.2258064516129
44,7,256,5,2023,86.1
163,4,256,11,2023,80.58064516129032
154,6,256,3,2023,49.392857142857146
92,4,128,3,2023,84.0
86,3,128,6,2023,114.2258064516129
64,8,128,3,2023,86.14285714285714
58,2,128,1,2023,0.0
105,4,128,2,2023,83.74193548387096
205,5,256,11,2023,89.83870967741936
34,2,128,1,2023,0.0
143,5,256,3,2023,78.35714285714286
0,7,256,10,2023,73.3
226,4,256,5,2023,84.0
96,5,128,6,2023,97.3225806451613
72,1,128,7,2023,86.26666666666667
190,9,256,8,2023,86.7741935483871
99,2,128,12,2023,78.2
87,4,256,10,2023,93.83333333333333
35,10,128,7,2023,80.43333333333334
92,10,128,4,2023,90.0
195,3,256,10,2023,84.73333333333333
115,10,128,11,2023,89.09677419354838
198,4,256,3,2023,84.0
147,3,256,8,2023,100.80645161290323
92,3,256,3,2023,73.82142857142857
109,3,128,9,2023,107.09677419354838
63,1,256,5,2023,86.53333333333333
62,6,128,2,2023,85.16129032258064
104,4,128,4,2023,74.09677419354838
0,2,128,6,2023,83.25806451612904
217,8,256,1,2023,0.0
115,3,128,9,2023,107.09677419354838
72,9,128,6,2023,89.0
103,10,256,1,2023,0.0
23,10,256,1,2023,0.0
208,9,256,7,2023,77.43333333333334
2,2,128,6,2023,83.25806451612904
52,6,128,3,2023,49.392857142857146
126,6,256,6,2023,89.74193548387096
13,1,128,6,2023,85.35483870967742
109,4,128,2,2023,83.74193548387096
17,8,128,3,2023,86.14285714285714
212,7,256,10,2023,73.3
44,1,128,12,2023,92.3
164,1,256,12,2023,92.3
17,8,128,12,2023,95.6
181,10,256,12,2023,83.86666666666666
7,4,128,11,2023,80.58064516129032
30,6,128,7,2023,76.76666666666667
106,2,128,8,2023,73.7741935483871
32,10,128,9,2023,99.70967741935483
216,6,256,10,2023,95.46666666666667
64,5,256,8,2023,77.87096774193549
80,7,128,9,2023,69.12903225806451
53,9,128,9,2023,104.35483870967742
192,8,256,9,2023,81.38709677419355
121,10,256,7,2023,80.43333333333334
114,7,128,6,2023,105.6774193548387
7,8,256,7,2023,84.0
103,3,256,4,2023,81.41935483870968
16,3,128,3,2023,73.82142857142857
45,7,128,12,2023,86.03333333333333
53,2,128,6,2023,83.25806451612904
88,9,128,4,2023,78.6774193548387
91,9,128,12,2023,73.7
50,4,128,12,2023,78.33333333333333
19,10,256,8,2023,101.16129032258064
49,8,128,7,2023,84.0
93,7,128,10,2023,73.3
160,1,256,4,2023,63.32258064516129
29,7,256,11,2023,84.19354838709677
53,7,256,2,2023,66.80645161290323
91,5,256,6,2023,97.3225806451613
47,10,128,6,2023,95.16129032258064
167,9,256,5,2023,69.3
62,8,128,6,2023,89.48387096774194
205,2,256,3,2023,89.17857142857143
52,5,128,12,2023,75.5
116,3,256,3,2023,73.82142857142857
124,5,256,10,2023,58.96666666666667
33,9,256,5,2023,69.3
127,5,256,10,2023,58.96666666666667
87,9,256,9,2023,104.35483870967742
89,1,256,8,2023,78.80645161290323
132,3,256,10,2023,84.73333333333333
36,9,128,8,2023,86.7741935483871
9,2,128,8,2023,73.7741935483871
86,10,128,3,2023,105.53571428571429
186,8,256,7,2023,84.0
93,8,256,4,2023,82.6774193548387
226,3,256,1,2023,0.0
188,10,256,5,2023,91.06666666666666
26,8,128,1,2023,0.0
154,3,256,2,2023,91.03225806451613
22,2,256,4,2023,98.90322580645162
69,3,128,6,2023,114.2258064516129
54,5,128,8,2023,77.87096774193549
196,2,256,11,2023,84.12903225806451
61,7,256,3,2023,74.57142857142857
215,5,256,10,2023,58.96666666666667
100,3,128,11,2023,90.06451612903226
134,1,256,11,2023,78.90322580645162
76,7,128,10,2023,73.3
9,5,256,9,2023,59.38709677419355
198,10,256,3,2023,105.53571428571429
129,6,256,9,2023,77.16129032258064
87,7,128,9,2023,69.12903225806451
86,8,128,11,2023,104.2258064516129
80,5,128,3,2023,78.35714285714286
40,5,128,1,2023,0.0
153,2,256,12,2023,78.2
111,8,128,1,2023,0.0
132,10,256,5,2023,91.06666666666666
53,4,128,3,2023,84.0
102,4,256,3,2023,84.0
157,5,256,1,2023,0.0
104,2,128,8,2023,73.7741935483871
12,8,128,7,2023,84.0
216,4,256,6,2023,80.35483870967742
43,8,128,6,2023,89.48387096774194
3,1,256,3,2023,84.67857142857143
52,1,128,2,2023,96.25806451612904
58,2,128,7,2023,90.7
43,10,256,11,2023,89.09677419354838
200,1,256,11,2023,78.90322580645162
223,5,256,5,2023,79.4
63,5,256,1,2023,0.0
97,7,256,6,2023,105.6774193548387
217,2,256,2,2023,74.45161290322581
19,4,128,9,2023,90.12903225806451
145,4,256,8,2023,88.51612903225806
18,6,128,1,2023,0.0
32,1,128,8,2023,78.80645161290323
100,6,128,8,2023,108.06451612903226
11,9,128,8,2023,86.7741935483871
7,6,128,10,2023,95.46666666666667
19,10,128,6,2023,95.16129032258064
214,8,256,2,2023,94.0
27,10,256,1,2023,0.0
160,10,256,9,2023,99.70967741935483
33,8,128,4,2023,82.6774193548387
212,5,256,5,2023,79.4
90,4,128,12,2023,78.33333333333333
64,4,128,3,2023,84.0
57,9,128,6,2023,89.0
17,4,128,1,2023,0.0
131,4,256,10,2023,93.83333333333333
33,8,128,10,2023,83.53333333333333
114,9,256,5,2023,69.3
19,5,256,9,2023,59.38709677419355
66,3,128,6,2023,114.2258064516129
138,4,256,7,2023,83.76666666666667
108,10,128,10,2023,85.7
219,9,256,11,2023,78.45161290322581
51,8,256,2,2023,94.0
112,1,128,2,2023,96.25806451612904
215,1,256,12,2023,92.3
15,4,128,3,2023,84.0
38,4,128,2,2023,83.74193548387096
69,3,128,4,2023,81.41935483870968
85,1,128,6,2023,85.35483870967742
60,8,128,9,2023,81.38709677419355
33,5,128,7,2023,71.56666666666666
115,5,128,10,2023,58.96666666666667
48,9,256,9,2023,104.35483870967742
38,8,128,4,2023,82.6774193548387
80,3,128,11,2023,90.06451612903226
21,10,256,6,2023,95.16129032258064
34,6,128,5,2023,95.36666666666666
71,7,256,7,2023,77.43333333333334
98,8,128,5,2023,86.3
72,7,256,6,2023,105.6774193548387
215,6,256,7,2023,76.76666666666667
104,9,128,7,2023,77.43333333333334
87,1,128,12,2023,92.3
41,4,256,12,2023,78.33333333333333
226,2,256,1,2023,0.0
46,2,128,7,2023,90.7
68,9,256,8,2023,86.7741935483871
30,1,128,1,2023,0.0
54,5,128,6,2023,97.3225806451613
47,8,256,10,2023,83.53333333333333
78,7,128,5,2023,86.1
163,10,256,3,2023,105.53571428571429
18,9,256,2,2023,86.58064516129032
77,6,256,1,2023,0.0
104,3,128,4,2023,81.41935483870968
41,8,256,4,2023,82.6774193548387
17,7,256,7,2023,77.43333333333334
1,2,256,10,2023,87.86666666666666
222,9,256,5,2023,69.3
100,6,128,4,2023,98.90322580645162
16,1,128,3,2023,84.67857142857143
41,5,256,12,2023,75.5
199,3,256,8,2023,100.80645161290323
97,1,256,2,2023,96.25806451612904
228,3,256,5,2023,81.36666666666666
45,5,128,1,2023,0.0
105,7,128,12,2023,86.03333333333333
83,1,256,5,2023,86.53333333333333
53,1,128,7,2023,86.26666666666667
212,2,256,9,2023,85.09677419354838
12,7,256,6,2023,105.6774193548387
2,2,128,9,2023,85.09677419354838
40,6,128,4,2023,98.90322580645162
198,10,256,7,2023,80.43333333333334
198,7,256,5,2023,86.1
158,4,256,6,2023,80.35483870967742
102,7,128,6,2023,105.6774193548387
12,5,128,8,2023,77.87096774193549
41,3,256,3,2023,73.82142857142857
35,7,128,4,2023,82.93548387096774
217,1,256,6,2023,85.35483870967742
123,5,256,11,2023,89.83870967741936
12,7,256,3,2023,74.57142857142857
156,9,256,1,2023,0.0
15,2,128,4,2023,98.90322580645162
77,5,256,11,2023,89.83870967741936
139,8,256,7,2023,84.0
154,1,256,1,2023,0.0
46,9,256,2,2023,86.58064516129032
69,7,256,6,2023,105.6774193548387
0,1,256,12,2023,92.3
55,1,128,6,2023,85.35483870967742
33,9,128,4,2023,78.6774193548387
60,8,128,1,2023,0.0
131,3,256,10,2023,84.73333333333333
17,7,128,2,2023,66.80645161290323
30,9,128,11,2023,78.45161290322581
51,8,128,1,2023,0.0
6,7,256,8,2023,90.35483870967742
27,2,128,11,2023,84.12903225806451
141,1,256,9,2023,95.54838709677419
219,8,256,10,2023,83.53333333333333
117,1,256,12,2023,92.3
178,9,256,11,2023,78.45161290322581
29,6,128,3,2023,49.392857142857146
81,7,256,10,2023,73.3
134,10,256,8,2023,101.16129032258064
45,8,128,4,2023,82.6774193548387
1,5,256,10,2023,58.96666666666667
72,1,128,6,2023,85.35483870967742
202,8,256,9,2023,81.38709677419355
223,8,256,12,2023,95.6
150,10,256,8,2023,101.16129032258064
33,7,128,6,2023,105.6774193548387
106,6,128,11,2023,78.64516129032258
107,9,128,10,2023,78.0
10,8,256,8,2023,95.61290322580645
96,3,128,2,2023,91.03225806451613
74,4,128,1,2023,0.0
44,8,256,9,2023,81.38709677419355
69,3,256,6,2023,114.2258064516129
18,7,256,7,2023,77.43333333333334
84,6,256,5,2023,95.36666666666666
124,10,256,11,2023,89.09677419354838
219,3,256,10,2023,84.73333333333333
169,4,256,9,2023,90.12903225806451
16,1,128,4,2023,63.32258064516129
96,8,128,11,2023,104.2258064516129
209,5,256,5,2023,79.4
34,1,128,10,2023,71.93333333333334
60,4,256,3,2023,84.0
159,4,256,4,2023,74.09677419354838
58,6,128,11,2023,78.64516129032258
50,9,128,7,2023,77.43333333333334
60,1,128,12,2023,92.3
12,8,128,11,2023,104.2258064516129
39,9,128,3,2023,78.5
107,6,256,1,2023,0.0
51,4,128,11,2023,80.58064516129032
184,2,256,3,2023,89.17857142857143
47,6,128,3,2023,49.392857142857146
124,9,256,10,2023,78.0
71,6,128,10,2023,95.46666666666667
83,2,256,12,2023,78.2
9,1,256,10,2023,71.93333333333334
83,5,128,11,2023,89.83870967741936
8,1,128,2,2023,96.25806451612904
80,6,128,4,2023,98.90322580645162
104,9,256,6,2023,89.0
65,4,128,4,2023,74.09677419354838
9,1,128,6,2023,85.35483870967742
105,10,128,1,2023,0.0
47,4,128,6,2023,80.35483870967742
79,3,128,2,2023,91.03225806451613
75,10,128,1,2023,0.0
100,1,256,10,2023,71.93333333333334
71,9,128,8,2023,86.7741935483871
161,6,256,11,2023,78.64516129032258
46,3,128,9,2023,107.09677419354838
93,2,256,11,2023,84.12903225806451
156,3,256,6,2023,114.2258064516129
60,3,256,10,2023,84.73333333333333
113,4,128,7,2023,83.76666666666667
82,3,128,8,2023,100.80645161290323
106,2,256,6,2023,83.25806451612904
57,8,128,5,2023,86.3
78,9,128,2,2023,86.58064516129032
53,6,256,9,2023,77.16129032258064
115,9,128,10,2023,78.0
78,1,256,4,2023,63.32258064516129
158,2,256,3,2023,89.17857142857143
67,5,128,4,2023,81.90322580645162
43,1,256,11,2023,78.90322580645162
200,10,256,6,2023,95.16129032258064
42,3,256,2,2023,91.03225806451613
31,8,256,4,2023,82.6774193548387
115,3,256,9,2023,107.09677419354838
99,5,128,5,2023,79.4
65,5,256,9,2023,59.38709677419355
22,5,256,9,2023,59.38709677419355
113,7,128,12,2023,86.03333333333333
155,10,256,2,2023,79.96774193548387
142,8,256,7,2023,84.0
87,10,256,6,2023,95.16129032258064
58,6,256,9,2023,77.16129032258064
80,1,128,3,2023,84.67857142857143
80,8,256,3,2023,86.14285714285714
230,9,256,5,2023,69.3
86,4,128,2,2023,83.74193548387096
121,9,256,6,2023,89.0
201,8,256,1,2023,0.0
21,4,128,9,2023,90.12903225806451
189,9,256,2,2023,86.58064516129032
79,10,128,2,2023,79.96774193548387
44,4,128,1,2023,0.0
148,7,256,3,2023,74.57142857142857
37,6,128,9,2023,77.16129032258064
74,4,256,8,2023,88.51612903225806
40,2,256,7,2023,90.7
40,6,256,1,2023,0.0
34,10,128,1,2023,0.0
166,2,256,9,2023,85.09677419354838
84,3,128,3,2023,73.82142857142857
93,6,128,1,2023,0.0
16,10,128,8,2023,101.16129032258064
138,10,256,12,2023,83.86666666666666
25,6,128,8,2023,108.06451612903226
170,9,256,5,2023,69.3
99,1,128,3,2023,84.67857142857143
34,10,128,5,2023,91.06666666666666
57,10,128,10,2023,85.7
61,1,128,10,2023,71.93333333333334
69,10,128,7,2023,80.43333333333334
114,6,128,1,2023,0.0
91,7,128,12,2023,86.03333333333333
20,3,128,10,2023,84.73333333333333
98,4,128,9,2023,90.12903225806451
65,7,128,4,2023,82.93548387096774
109,4,256,7,2023,83.76666666666667
107,6,256,9,2023,77.16129032258064
39,8,256,9,2023,81.38709677419355
168,10,256,11,2023,89.09677419354838
25,8,128,5,2023,86.3
74,2,128,7,2023,90.7
210,8,256,12,2023,95.6
12,4,256,9,2023,90.12903225806451
80,5,128,11,2023,89.83870967741936
38,3,128,4,2023,81.41935483870968
77,8,128,11,2023,104.2258064516129
39,2,128,10,2023,87.86666666666666
168,3,256,1,2023,0.0
65,7,128,1,2023,0.0
14,3,128,12,2023,74.53333333333333
0,1,128,9,2023,95.54838709677419
65,4,128,1,2023,0.0
5,7,128,2,2023,66.80645161290323
197,5,256,3,2023,78.35714285714286
19,5,128,4,2023,81.90322580645162
52,10,256,1,2023,0.0
213,4,256,4,2023,74.09677419354838
25,9,128,1,2023,0.0
12,1,256,12,2023,92.3
107,3,128,12,2023,74.53333333333333
13,7,128,1,2023,0.0
51,2,256,5,2023,73.53333333333333
17,8,256,9,2023,81.38709677419355
42,8,128,1,2023,0.0
87,9,128,11,2023,78.45161290322581
170,7,256,7,2023,77.43333333333334
43,2,128,7,2023,90.7
77,8,256,1,2023,0.0
92,5,256,12,2023,75.5
59,4,128,10,2023,93.83333333333333
4,10,128,2,2023,79.96774193548387
179,7,256,5,2023,86.1
41,4,256,1,2023,0.0
224,10,256,2,2023,79.96774193548387
21,8,128,5,2023,86.3
51,5,128,9,2023,59.38709677419355
222,9,256,5,2023,69.3
84,6,128,8,2023,108.06451612903226
72,7,128,7,2023,77.43333333333334
33,3,256,6,2023,114.2258064516129
20,5,128,5,2023,79.4
83,10,128,1,2023,0.0
56,3,256,5,2023,81.36666666666666
76,9,128,4,2023,78.6774193548387
115,6,128,11,2023,78.64516129032258
36,2,128,3,2023,89.17857142857143
177,3,256,7,2023,72.1
192,9,256,10,2023,78.0
103,7,128,10,2023,73.3
222,6,256,8,2023,108.06451612903226
2,5,128,4,2023,81.90322580645162
65,2,256,11,2023,84.12903225806451
95,3,256,8,2023,100.80645161290323
11,7,128,8,2023,90.35483870967742
48,3,128,10,2023,84.73333333333333
64,6,256,11,2023,78.64516129032258
61,4,128,9,2023,90.12903225806451
16,10,128,12,2023,83.86666666666666
102,6,128,2,2023,85.16129032258064
184,6,256,6,2023,89.74193548387096
101,3,256,8,2023,100.80645161290323
114,10,128,8,2023,101.16129032258064
60,8,256,7,2023,84.0
70,7,128,11,2023,84.19354838709677
106,7,128,3,2023,74.57142857142857
172,1,256,2,2023,96.25806451612904
38,5,128,12,2023,75.5
126,10,256,1,2023,0.0
68,6,128,8,2023,108.06451612903226
51,8,128,6,2023,89.48387096774194
137,3,256,7,2023,72.1
26,5,128,2,2023,97.87096774193549
93,5,256,11,2023,89.83870967741936
68,7,128,4,2023,82.93548387096774
106,4,128,11,2023,80.58064516129032
29,10,128,1,2023,0.0
205,6,256,8,2023,108.06451612903226
102,1,128,5,2023,86.53333333333333
89,8,128,8,2023,95.61290322580645
30,7,128,11,2023,84.19354838709677
50,3,256,4,2023,81.41935483870968
198,10,256,1,2023,0.0
15,10,128,4,2023,90.0
62,6,128,9,2023,77.16129032258064
65,3,128,4,2023,81.41935483870968
204,4,256,1,2023,0.0
35,9,256,8,2023,86.7741935483871
27,5,128,6,2023,97.3225806451613
6,3,128,11,2023,90.06451612903226
31,1,256,8,2023,78.80645161290323
69,1,128,10,2023,71.93333333333334
18,4,128,7,2023,83.76666666666667
192,3,256,8,2023,100.80645161290323
27,6,128,12,2023,88.76666666666667
171,5,256,2,2023,97.87096774193549
100,3,128,2,2023,91.03225806451613
86,4,128,3,2023,84.0
68,5,256,4,2023,81.90322580645162
113,1,128,3,2023,84.67857142857143
97,6,256,8,2023,108.06451612903226
128,10,256,7,2023,80.43333333333334
135,5,256,2,2023,97.87096774193549
25,2,128,5,2023,73.53333333333333
43,4,128,2,2023,83.74193548387096
58,2,256,3,2023,89.17857142857143
153,9,256,7,2023,77.43333333333334
1,5,256,8,2023,77.87096774193549
94,5,128,9,2023,59.38709677419355
46,4,256,4,2023,74.09677419354838
224,6,256,7,2023,76.76666666666667
86,8,128,2,2023,94.0
187,1,256,1,2023,0.0
206,10,256,2,2023,79.96774193548387
187,8,256,10,2023,83.53333333333333
185,7,256,5,2023,86.1
15,3,128,6,2023,114.2258064516129
37,9,256,10,2023,78.0
149,10,256,4,2023,90.0
102,4,128,4,2023,74.09677419354838
130,9,256,11,2023,78.45161290322581
92,7,128,11,2023,84.19354838709677
69,4,128,10,2023,93.83333333333333
88,8,128,2,2023,94.0
183,7,256,12,2023,86.03333333333333
23,9,256,11,2023,78.45161290322581
52,6,256,10,2023,95.46666666666667
32,6,256,9,2023,77.16129032258064
3,9,256,1,2023,0.0
117,6,256,5,2023,95.36666666666666
111,6,128,3,2023,49.392857142857146
0,5,256,2,2023,97.87096774193549
13,7,128,6,2023,105.6774193548387
44,1,128,10,2023,71.93333333333334
10,5,128,10,2023,58.96666666666667
88,3,256,9,2023,107.09677419354838
68,2,256,6,2023,83.25806451612904
46,7,128,6,2023,105.6774193548387
113,9,128,10,2023,78.0
71,6,128,2,2023,85.16129032258064
94,5,128,2,2023,97.87096774193549
194,1,256,3,2023,84.67857142857143
115,6,128,7,2023,76.76666666666667
40,7,128,5,2023,86.1
150,5,256,10,2023,58.96666666666667
55,10,128,5,2023,91.06666666666666
39,10,256,9,2023,99.70967741935483
216,4,256,5,2023,84.0
123,3,256,12,2023,74.53333333333333
9,5,128,8,2023,77.87096774193549
205,10,256,6,2023,95.16129032258064
33,1,128,11,2023,78.90322580645162
163,3,256,7,2023,72.1
106,8,128,11,2023,104.2258064516129
19,2,128,2,2023,74.45161290322581
200,7,256,1,2023,0.0
130,8,256,9,2023,81.38709677419355
166,6,256,12,2023,88.76666666666667
9,7,128,2,2023,66.80645161290323
48,10,256,3,2023,105.53571428571429
6,3,128,1,2023,0.0
42,5,128,6,2023,97.3225806451613
62,9,128,7,2023,77.43333333333334
91,4,128,10,2023,93.83333333333333
199,8,256,7,2023,84.0
47,8,128,12,2023,95.6
41,8,256,12,2023,95.6
96,3,128,11,2023,90.06451612903226
65,4,128,1,2023,0.0
88,6,128,2,2023,85.16129032258064
56,10,128,4,2023,90.0
163,10,256,11,2023,89.09677419354838
11,1,128,9,2023,95.54838709677419
54,10,128,12,2023,83.86666666666666
78,8,256,4,2023,82.6774193548387
69,3,256,3,2023,73.82142857142857
217,8,256,6,2023,89.48387096774194
217,5,256,1,2023,0.0
146,3,256,12,2023,74.53333333333333
0,6,128,8,2023,108.06451612903226
5,1,128,4,2023,63.32258064516129
220,2,256,6,2023,83.25806451612904
82,1,128,10,2023,71.93333333333334
71,5,128,7,2023,71.56666666666666
103,4,256,10,2023,93.83333333333333
58,7,128,11,2023,84.19354838709677
0,1,128,2,2023,96.25806451612904
9,1,128,7,2023,86.26666666666667
222,4,256,7,2023,83.76666666666667
104,10,128,8,2023,101.16129032258064
110,3,256,11,2023,90.06451612903226
209,2,256,2,2023,74.45161290322581
173,7,256,1,2023,0.0
121,3,256,7,2023,72.1
57,5,128,10,2023,58.96666666666667
22,1,128,3,2023,84.67857142857143
180,2,256,12,2023,78.2
134,3,256,7,2023,72.1
34,10,256,10,2023,85.7
110,5,256,11,2023,89.83870967741936
47,1,256,12,2023,92.3
34,1,128,6,2023,85.35483870967742
38,10,128,9,2023,99.70967741935483
135,4,256,2,2023,83.74193548387096
14,1,256,3,2023,84.67857142857143
113,8,128,9,2023,81.38709677419355
62,10,256,11,2023,89.09677419354838
142,7,256,9,2023,69.12903225806451
74,8,128,8,2023,95.61290322580645
226,10,256,2,2023,79.96774193548387
75,2,128,11,2023,84.12903225806451
30,7,128,6,2023,105.6774193548387
205,6,256,3,2023,49.392857142857146
211,2,256,4,2023,98.90322580645162
156,10,256,7,2023,80.43333333333334
35,10,128,12,2023,83.86666666666666
72,6,128,8,2023,108.06451612903226
63,9,128,10,2023,78.0
45,5,256,11,2023,89.83870967741936
99,6,128,3,2023,49.392857142857146
23,6,256,6,2023,89.74193548387096
127,10,256,9,2023,99.70967741935483
167,1,256,6,2023,85.35483870967742
92,9,128,11,2023,78.45161290322581
43,7,128,4,2023,82.93548387096774
31,9,128,4,2023,78.6774193548387
216,5,256,7,2023,71.56666666666666
5,4,128,5,2023,84.0
46,7,256,4,2023,82.93548387096774
76,10,128,5,2023,91.06666666666666
82,1,128,5,2023,86.53333333333333
198,4,256,8,2023,88.51612903225806
67,2,256,5,2023,73.53333333333333
208,9,256,8,2023,86.7741935483871
133,2,256,11,2023,84.12903225806451
111,3,256,4,2023,81.41935483870968
70,10,128,5,2023,91.06666666666666
67,1,256,4,2023,63.32258064516129
213,10,256,9,2023,99.70967741935483
28,10,128,6,2023,95.16129032258064
165,9,256,12,2023,73.7
132,10,256,7,2023,80.43333333333334
187,1,256,6,2023,85.35483870967742
128,9,256,4,2023,78.6774193548387
122,1,256,11,2023,78.90322580645162
33,10,256,3,2023,105.53571428571429
113,5,256,3,2023,78.35714285714286
141,10,256,2,2023,79.96774193548387
118,8,256,9,2023,81.38709677419355
78,1,128,6,2023,85.35483870967742
94,8,256,3,2023,86.14285714285714
96,3,128,9,2023,107.09677419354838
19,7,128,6,2023,105.6774193548387
59,7,128,9,2023,69.12903225806451
92,3,128,2,2023,91.03225806451613
58,1,128,6,2023,85.35483870967742
8,5,128,7,2023,71.56666666666666
106,10,256,4,2023,90.0
59,6,128,6,2023,89.74193548387096
43,7,256,7,2023,77.43333333333334
104,8,128,12,2023,95.6
33,6,256,12,2023,88.76666666666667
17,7,256,8,2023,90.35483870967742
69,2,128,12,2023,78.2
59,9,256,11,2023,78.45161290322581
185,7,256,5,2023,86.1
177,7,256,1,2023,0.0
204,4,256,12,2023,78.33333333333333
171,5,256,7,2023,71.56666666666666
50,6,128,10,2023,95.46666666666667
118,7,256,12,2023,86.03333333333333
33,6,128,11,2023,78.64516129032258
86,7,256,11,2023,84.19354838709677
214,9,256,1,2023,0.0
103,1,256,12,2023,92.3
179,8,256,3,2023,86.14285714285714
13,8,128,9,2023,81.38709677419355
87,1,128,7,2023,86.26666666666667
108,3,256,11,2023,90.06451612903226
35,1,128,5,2023,86.53333333333333
77,2,128,6,2023,83.25806451612904
207,7,256,12,2023,86.03333333333333
77,3,256,4,2023,81.41935483870968
180,2,256,8,2023,73.7741935483871
53,6,128,2,2023,85.16129032258064
169,6,256,12,2023,88.76666666666667
7,5,128,4,2023,81.90322580645162
98,9,256,12,2023,73.7
73,7,256,11,2023,84.19354838709677
141,8,256,7,2023,84.0
52,2,128,4,2023,98.90322580645162
103,5,128,12,2023,75.5
88,7,256,9,2023,69.12903225806451
75,4,128,9,2023,90.12903225806451
23,6,128,6,2023,89.74193548387096
79,7,128,9,2023,69.12903225806451
78,3,128,6,2023,114.2258064516129
112,1,128,9,2023,95.54838709677419
38,8,128,1,2023,0.0
7,7,128,1,2023,0.0
22,5,128,2,2023,97.87096774193549
109,7,128,3,2023,74.57142857142857
97,1,128,8,2023,78.80645161290323
3,8,128,10,2023,83.53333333333333
49,3,128,7,2023,72.1
83,2,256,8,2023,73.7741935483871
176,2,256,11,2023,84.12903225806451
60,8,128,10,2023,83.53333333333333
35,3,128,6,2023,114.2258064516129
194,5,256,11,2023,89.83870967741936
116,7,256,10,2023,73.3
211,8,256,12,2023,95.6
101,4,128,6,2023,80.35483870967742
45,9,128,6,2023,89.0
13,4,256,3,2023,84.0
6,2,128,7,2023,90.7
58,6,256,2,2023,85.16129032258064
21,5,128,4,2023,81.90322580645162
57,4,256,4,2023,74.09677419354838
37,5,128,12,2023,75.5
103,5,128,10,2023,58.96666666666667
47,9,128,7,2023,77.43333333333334
43,9,128,4,2023,78.6774193548387
72,5,256,11,2023,89.83870967741936
175,4,256,5,2023,84.0
43,5,128,5,2023,79.4
42,6,128,4,2023,98.90322580645162
9,2,128,1,2023,0.0
2,9,256,7,2023,77.43333333333334
32,9,256,4,2023,78.6774193548387
68,4,128,2,2023,83.74193548387096
91,5,128,10,2023,58.96666666666667
57,10,256,2,2023,79.96774193548387
38,9,128,10,2023,78.0
39,3,128,8,2023,100.80645161290323
78,5,256,3,2023,78.35714285714286
109,9,256,3,2023,78.5
45,6,128,12,2023,88.76666666666667
11,4,128,8,2023,88.51612903225806
23,1,128,9,2023,95.54838709677419
28,1,128,11,2023,78.90322580645162
23,6,128,8,2023,108.06451612903226
31,5,128,12,2023,75.5
